;tipoequipamento;modelo;cidade;estabelecimento;custo_km;ml_good_or_bad;recomend_replacement;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
86;AUTOMOVEL;VOYAGE;São Luís;L S COMERCIO E SERVICOS LTDA;0.66;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
87;AUTOMÓVEL;SPIN 1.8 L AT PREMIER;São Luís;P LIMA COMBUSTIVEIS LTDA;0.71;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
88;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;Salvador;J E J COMBUSTIVEIS LTDA;0.54;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
89;EQUIPAMENTO;BANDEIRANTE;Medeiros Neto;COMERCIO DE COMBUSTIVEIS PENIEL LTDA - ME;0.85;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
90;LEVE;XRE 300/ 300 ABS;SALVADOR;POSTO LG COMERCIO E SERVICO LTDA;0.18;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
91;AUTOMÓVEL;GOL;SALVADOR;SRS COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
92;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;SALVADOR;POSTO KALILANDIA LTDA;0.64;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
93;AUTOMÓVEL;ARGO;Caruaru;NUNES COMERCIO VAREJISTA DE DERIVADOS DO PETROLEO;0.39;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
94;MOTOCICLETA;NXR 160 BROS ESDD;SALVADOR;POSTO KALILANDIA LTDA;0.18;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
95;AUTOMÓVEL;PALIO;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
96;EQUIPAMENTO;31-320 E Constellation 6x4 3-Eixos 2p (d;Nova Venécia;ALTOE REVENDEDORA DE COMBUSTÍVEIS LTDA;1.4;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
97;AUTOMÓVEL;DUSTER;Olinda;POSTO CAPRI COMERCIO DE PETROLEO LTDA;0.9;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
98;EQUIPAMENTO;Argo 1.0 Firefly (Flex);Montes Claros;POSTO ALJIG LTDA;0.49;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
99;AUTOMÓVEL;DUSTER;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.9;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
100;PICKUP LEVE;SPIN 1.8 L AT PREMIER;SALVADOR;POSTO 29 DE MARCO DERIVADOS DE PETROLEO LTDA;0.82;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
101;AUTOMÓVEL;SPIN 1.8 L;Olinda;POSTO CAPRI COMERCIO DE PETROLEO LTDA;0.62;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
102;VEÍCULO LEVE;PALIO;Salvador;POSTO ESCOLA SALVADOR LTDA;0.38;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
103;AUTOMÓVEL;DUSTER;Recife;Rofera Combustiveis LTDA;0.74;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
104;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;Salvador;BRAGA POSTOS E SERVICOS LTDA;0.53;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
105;VEÍCULO;XRE 300;Recife;ALENCAR E CAVALCANTI COMBUSTIVEIS LTDA;0.26;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
106;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;Salvador;AUTO POSTO CENTENARIO COM. COMBUSTIVEIS SERV LTDA;0.42;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
107;VEÍCULO;DUSTER;Recife;Rofera Combustiveis LTDA;0.93;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
108;CARRO;MOBI;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA;0.7;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
109;AUTOMÓVEL;PALIO;São Paulo;POSTO SERV. AUTOM. COM. COMBUSTIVEL CABERNET LTDA;0.4;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
110;CAMINHONETE;S10;Petrolândia;POSTO RICAL LTDA;0.91;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
111;CAMINHONETE;HILUX;Amélia Rodrigues;MAXDIESEL DERIVADOS DE PETROLEO LTDA;0.59;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
112;CAMINHONETE;S10;São Luís;P LIMA COMBUSTIVEIS LTDA;1.0;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
113;CAMINHONETE;RANGER;BARREIRINHAS;SEBITE COMERCIO DE DERIVADOS DE PETROLEO LTDA;1.06;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
114;CAMINHONETE;L200 TRITON;São Luís;L S COMERCIO E SERVICOS LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
115;ONIBUS;MARCOPOLO VOLARE W80N;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;1.64;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
116;CAMINHONETE;S10;Tarauacá;F. L. J. EMPREENDIMENTOS LTDA;0.83;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
117;PICKUP;HILUX;Entre Rios;COMERCIO DE COMBUSTIVEIS E LUBRIFICAANTES TELES;0.64;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
118;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;RECIFE;SERVICAR S/A;0.87;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
119;CAMINHONETE;L200;Bacabeira;AGUIAR PETROLEO E LOCACOES LTDA;0.7;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
120;CAMINHONETE;S10 2.8 4X4;PETROLINA;Posto Horizonte LTDA - EPP;1.05;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
121;AUTOMOVEL;KANGOO;Londrina;FULIA- COM. DE COMBUSTIVEIS EIRELI ME;0.66;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
122;CAMINHONETE;S10 2.8 4X4;Rio Branco;A & S DERIVADO DE PETROLEO EIRELI;0.8;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
123;AUTOMÓVEL;UNO MILLE EX;João Pessoa;AUTOMIX COM DE COMB LTDA;0.49;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
124;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;CATENDE;LPG DA SILVA COMBUISTIVEL;0.66;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
125;VEÍCULO;L200;Vitória da Conquista;VITORIA PETRO DERIVADOS DE PETROLEO LTDA;0.72;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
126;AMBULÂNCIA;MASTER;Mossoró;BOM PASTOR COMERCIO DE DERIVADOS DE PETROLEO EIREL;0.84;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
127;AUTOMOVEL;SPIN 1.8 L AT PREMIER;Jaboatão dos Guararapes;ALBUQUERQUE PNEUS LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
128;AUTOMÓVEL;Virtus 1.6 MSI (Flex);Recife;SERVICAR S/A;0.58;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
129;AMBULÂNCIA;Sprinter 415 VAN Standard T.B. 2.2 Dies.;Mossoró;BOM PASTOR COMERCIO DE DERIVADOS DE PETROLEO EIREL;0.7;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
130;CAMINHONETE;HILUX CD L0WM4FD;Jaboatão dos Guararapes;VILA ESPERANÇA COM DE COMB LTDA;0.67;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
131;AUTOMOVEL;HILUX 4CDL DX;São Luís;L S COMERCIO E SERVICOS LTDA;0.81;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
132;AUTOMÓVEL;Voyage L/LS/Plus/GLS/S/Sport/Super L.Ang;PONTA GROSSA;POSTO PELANDA COMBUSTIVEIS LTDA;0.5;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
133;CAMINHONETE;L200 4X4;São Luís;L S COMERCIO E SERVICOS LTDA;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
134;CAMINHONETE;SAVEIRO 1.6;Simões Filho;LCL COMERCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
135;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel;Montanha;SERVICENTRO OLIVEIRA RIOS LTDA;0.77;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
136;AUTOMÓVEL;Gol 1.0;RECIFE;C ALBUQUERQUE COM DE COMBUSTIVEIS LTDA;0.52;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
137;CAMINHONETE;HILUX;Ouricuri;POSTO ASA BRANCA 3 LTDA - ME;0.73;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
138;AUTOMÓVEL;PALIO WAY;Santo Antônio de Jesus;abAUTO POSTO DE COMBUSTIVEL SAO PAULO LTDA;0.57;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
139;CAMINHONETE;S10 2.8 4X4;PETROLINA;Posto Horizonte LTDA - EPP;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
140;AUTOMÓVEL;Mobi Like;São Luís;LIMA COMERCIAL DE COMBUSTIVEIS LTDA;0.6;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
141;CAMINHONETE;L200;Rio Branco;AUTO POSTO VIA VERDE LTDA;0.84;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
142;CAMINHÃO SEMIPESADO;CARGO 2623 6X4;Joinville;AUTO POSTO HEMEROCALLIS LTDA;0.51;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
143;VEÍCULO;STRADA ENDURENCE CD;Amargosa;AUTO POSTO SAPÉ;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
144;CARRO;Mobi Like;Rio de Janeiro;POSTO DE GASOLINA BOUGAINVILLE LTDA;0.39;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
145;CAMINHONETE;L200;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
146;AUTOMÓVEL;ONIX;SALVADOR;GRL ORG REVENDEDORA DE COMB.LUBRIFICANTES LTDA;0.41;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
147;PICKUP LEVE;S10 LS DD4;Salvador;POSTO DE COMBUSTIVEL LTDA EPP;0.75;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
