;nota_fiscal_id;status;nome_serv;valor;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
864;139033.0;VALIDO;Gasolina;150.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
868;156418.0;VALIDO;Lavagem;250.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
872;156428.0;VALIDO;Lavagem;250.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
873;156436.0;VALIDO;Lavagem;250.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
874;156463.0;VALIDO;Lavagem;250.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
891;145506.0;VALIDO;Gasolina;123.5;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
895;31116.0;VALIDO;Diesel;232.01;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
900;30128.0;VALIDO;Diesel;165.04;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
951;269996.0;VALIDO;Diesel S10;276.85;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
973;150604.0;VALIDO;Gasolina;197.6;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
980;158893.0;VALIDO;Gasolina;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
989;151885.0;VALIDO;Diesel S10;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1002;270512.0;VALIDO;Diesel S10;190.04;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1009;155731.0;VALIDO;Gasolina;244.02;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1022;161410.0;VALIDO;Gasolina;150.57;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1089;274291.0;VALIDO;Diesel S10;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1204;172259.0;VALIDO;Gasolina;249.95;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1215;284496.0;VALIDO;Diesel S10;255.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1225;178090.0;VALIDO;Gasolina;252.25;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1228;178095.0;VALIDO;Gasolina;246.08;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1271;187657.0;VALIDO;Gasolina;212.04;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1287;168462.0;VALIDO;Gasolina;164.02;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1293;168461.0;VALIDO;Gasolina;150.57;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1303;183075.0;VALIDO;Diesel S10;202.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1332;190021.0;VALIDO;Gasolina;233.03;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1341;194985.0;VALIDO;Diesel S10;110.97;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1422;282075.0;VALIDO;Gasolina;237.51;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1431;201604.0;VALIDO;Diesel S10;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1447;206442.0;VALIDO;Diesel S10;73.98;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1465;208990.0;VALIDO;Diesel S10;100.5;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1481;201605.0;VALIDO;Gasolina;165.86;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1511;208985.0;VALIDO;Gasolina;166.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1563;284529.0;VALIDO;Gasolina;178.17;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1565;217833.0;VALIDO;Gasolina;155.97;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1584;217845.0;VALIDO;Diesel S10;219.99;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1620;226797.0;VALIDO;Gasolina;77.98;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1643;241319.0;VALIDO;Gasolina;182.02;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1661;294009.0;VALIDO;Diesel S10;262.01;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1664;217842.0;VALIDO;Gasolina;156.02;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1665;217861.0;VALIDO;Gasolina;103.98;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1710;222031.0;VALIDO;Gasolina;103.98;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1774;249389.0;VALIDO;Diesel S10;236.63;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1788;249391.0;VALIDO;Gasolina;248.8;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1790;250512.0;VALIDO;Gasolina;165.87;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1807;256161.0;VALIDO;Gasolina;272.3;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1808;263519.0;VALIDO;Diesel S10;265.07;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1811;256163.0;VALIDO;Gasolina;280.15;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1825;267855.0;VALIDO;Diesel S10;332.51;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
1826;267878.0;VALIDO;Gasolina;159.01;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2018;241302.0;VALIDO;Gasolina;213.96;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2031;241341.0;VALIDO;Diesel S10;206.65;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2044;249385.0;VALIDO;Gasolina;133.72;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2080;294016.0;VALIDO;Gasolina;148.48;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2081;294021.0;VALIDO;Gasolina;178.17;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2094;337798.0;VALIDO;Diesel S10;204.02;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2175;263519.0;VALIDO;Diesel S10;310.09;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2201;267902.0;VALIDO;Gasolina;193.52;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2221;301350.0;VALIDO;Gasolina;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2295;301703.0;VALIDO;Diesel S10;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2304;267908.0;VALIDO;Gasolina;165.87;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2317;269996.0;VALIDO;Diesel S10;215.74;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2383;315848.0;VALIDO;Diesel S10;199.94;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2441;270209.0;VALIDO;Gasolina;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2443;270214.0;VALIDO;Gasolina;200.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
2522;307138.0;VALIDO;Gasolina;90.0;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;status-nome_serv;nota_fiscal_id
